model,condition,skill,classifier,intro_strategy,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,kappa_mean,kappa_std,f1_not_exp_mean,f1_junior_mean,f1_midlevel_mean,f1_senior_mean,f1_not_exp_std,f1_junior_std,f1_midlevel_std,f1_senior_std,n_samples,feature_dim,elapsed_s,_macro_f1_folds
voyage,C2b,react,ordinal,concat,0.6073450555041997,0.014277535666810897,0.7056606024083121,0.007970959376640094,0.30041006973924345,0.008626217565470804,0.5128441102335618,0.012693978853348581,0.740599970614307,0.7791261879545713,0.6112958353208178,0.29835822812710283,0.022684322687241923,0.009546959067365633,0.018961562467713727,0.04160954289811068,6338,2048,73.4,"[0.617552839861459, 0.5940867455525171, 0.5970893376484223, 0.6305140888482629, 0.5974822656103376]"
voyage,C2b,react,nominal,average,0.575420996821924,0.01035466220226987,0.6827061389923669,0.006953541664839232,0.3425378262569123,0.01112586572160728,0.4797511324477994,0.010125275400308748,0.7035804651189267,0.7525989551116481,0.6061695800910707,0.23933498696605074,0.014632347092522032,0.00613056179572103,0.015292614187276083,0.03915173570730656,6338,1024,8.1,"[0.5703594615854232, 0.5689557698734227, 0.5830872870205333, 0.591536669374872, 0.5631657962553694]"
voyage,C2b,react,ordinal,average,0.6070166497044654,0.0172583381295093,0.719604152983546,0.01409657222846543,0.28115969813688413,0.013618795046973062,0.5346180296656493,0.02416194290210438,0.7418542712455801,0.7920770389477652,0.6408870220695346,0.25324826655498167,0.015016317457613575,0.011765420032126056,0.027311298387279307,0.06423933232581007,6338,1024,29.9,"[0.5851266891193004, 0.5892619182294375, 0.61193867698965, 0.6185559449202807, 0.6302000192636583]"
voyage,C2b,javascript,nominal,concat,0.5248445312819982,0.014876649867055787,0.7566682680277499,0.005460129116525134,0.2537063133809217,0.006340670347234407,0.4819076065466323,0.008025869459398018,0.6756631630996204,0.8310737967488627,0.5100149026532464,0.08262626262626263,0.011948807171831017,0.005496885704178573,0.009302603248733502,0.04809118148195945,6338,2048,10.8,"[0.5233848082987905, 0.5243988208748778, 0.5029892104781836, 0.5498455474642141, 0.5236042692939245]"
voyage,C2b,javascript,ordinal,concat,0.5225719972450081,0.011982422335234052,0.747775056966058,0.009808058461265307,0.26080522558815256,0.011454202547309387,0.45248748313914955,0.02282434708947022,0.6795363373630714,0.8332666998625031,0.423789269225631,0.15369568252882693,0.008967424647008162,0.006463984559247256,0.04368759740218355,0.03958449748938776,6338,2048,72.6,"[0.518987276730991, 0.5094177876843156, 0.5439755124703041, 0.5146263663823704, 0.5258530429570596]"
voyage,C2b,javascript,nominal,average,0.5253967603308141,0.0214814691717918,0.7326169298101801,0.005666106645186573,0.28841783292957107,0.006498838254061118,0.4479749924954568,0.005340959247325782,0.6452306195450181,0.8054344237639721,0.493201218793487,0.15772077922077923,0.014234844787286656,0.007597158006933017,0.01903301050314284,0.08745865804053155,6338,1024,7.6,"[0.5210919301828393, 0.5060137976917839, 0.5605603834914046, 0.537133241420611, 0.5021844488674316]"
voyage,C2b,javascript,ordinal,average,0.5461753354314458,0.018827065073089108,0.7698634341039259,0.005731501754131177,0.2284615039874116,0.005475514229703956,0.49143631450743736,0.01402395866991899,0.6946581550290849,0.8520785483412915,0.4710812534224861,0.16688338493292054,0.030829070086906735,0.004350225247270958,0.013243714982442301,0.06076036119093969,6338,1024,31.3,"[0.5501981788533796, 0.5243070712464307, 0.5244879863599724, 0.5623274020502906, 0.5695560386471558]"
voyage,C2b,html_css,nominal,concat,0.5545245869905544,0.009946632118438065,0.7983955223727653,0.010604519831323378,0.20637064627688048,0.012923031745467403,0.5730032720349405,0.02338579760054513,0.6965654674251394,0.8581000225602594,0.6634328579768188,0.0,0.01638350555933718,0.00808065033649326,0.022223638826253334,0.0,6338,2048,8.7,"[0.5414294717337007, 0.5465492711115002, 0.5550741013016298, 0.5697213277030837, 0.5598487631028576]"
voyage,C2b,html_css,ordinal,concat,0.5879986414332622,0.03089349326094918,0.7973674634875518,0.005124877276319184,0.20369137459260678,0.00432923908862712,0.5652813850454856,0.014384811227263948,0.6914442987213458,0.8604942649035066,0.6483893354415302,0.15166666666666667,0.03372134911504094,0.002229100287497498,0.008985570278361435,0.10703062905334881,6338,2048,73.4,"[0.5694247937436189, 0.5433430659813332, 0.6024668108458319, 0.589633130893606, 0.6351254057019214]"
voyage,C2b,html_css,nominal,average,0.5542049159919188,0.03421776370686694,0.7743348492893631,0.0064628647425071925,0.23493012381765715,0.00710138480835431,0.5311361562222243,0.016402021864771344,0.6591594227203696,0.834776767220006,0.6402923809098903,0.0825910931174089,0.02545517460963037,0.0032641001853781107,0.021880256022578783,0.1197066792717495,6338,1024,6.0,"[0.5598752348907412, 0.5208852186193335, 0.5383859357696568, 0.5340050234118172, 0.6178731672680449]"
